"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"1";"61.23492";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"2";"61.23492";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"3";"61.23492";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"4";"54.431039999999996";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"1";"15.87572";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"2";"15.87572";"6";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"3";"15.87572";"5";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"4";"11.3398";"10";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"1";"23.813579999999998";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"2";"23.813579999999998";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"3";"21.54562";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"4";"19.27766";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"Note";"";"";"";"";"";"Probably 52.5 for reps";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"1";"14.74174";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"2";"19.27766";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"3";"23.813579999999998";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"4";"26.08154";"8";"";"";"";"";""
"14";"2026-02-17 19:39:45";"Upper 2";"3368";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"1";"74.84268";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"2";"74.84268";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"3";"74.84268";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"4";"61.23492";"4";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"1";"54.431039999999996";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"2";"54.431039999999996";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"3";"54.431039999999996";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"4";"47.627159999999996";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"Note";"";"";"";"";"";"Failed on 3 set 8th rep";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"1";"27.215519999999998";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"2";"27.215519999999998";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"3";"27.215519999999998";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"4";"20.41164";"6";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"1";"61.23492";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"2";"61.23492";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"3";"61.23492";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"4";"54.431039999999996";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Dumbbell)";"1";"11.3398";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Dumbbell)";"2";"13.607759999999999";"6";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Dumbbell)";"3";"13.607759999999999";"6";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"Note";"";"";"";"";"";"Probably 52.5 for reps";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"1";"23.813579999999998";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"2";"23.813579999999998";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"3";"23.813579999999998";"10";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"4";"26.08154";"6";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"1";"23.813579999999998";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"2";"26.08154";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"3";"28.3495";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"4";"30.61746";"6";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Cable)";"1";"21.54562";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Cable)";"2";"21.54562";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Cable)";"3";"23.813579999999998";"8";"";"";"";"";""
"15";"2026-02-26 20:12:18";"Upper 2";"3689";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Bulgarian Split Squat";"1";"20.41164";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Bulgarian Split Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Bulgarian Split Squat";"2";"20.41164";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Bulgarian Split Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Bulgarian Split Squat";"3";"22.6796";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Bulgarian Split Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Calf Press on Seated Leg Press";"1";"56.699";"20";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Calf Press on Seated Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Calf Press on Seated Leg Press";"2";"56.699";"20";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Calf Press on Seated Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Calf Press on Seated Leg Press";"3";"56.699";"20";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Calf Press on Seated Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Seated Leg Press (Machine)";"1";"90.7184";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Seated Leg Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Seated Leg Press (Machine)";"2";"90.7184";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Seated Leg Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Seated Leg Press (Machine)";"3";"90.7184";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Seated Leg Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Romanian Deadlift (Dumbbell)";"1";"22.6796";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Romanian Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Romanian Deadlift (Dumbbell)";"2";"22.6796";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Romanian Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Romanian Deadlift (Dumbbell)";"3";"22.6796";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Romanian Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lying Leg Curl (Machine)";"1";"40.82328";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lying Leg Curl (Machine)";"2";"40.82328";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lying Leg Curl (Machine)";"3";"40.82328";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Leg Extension (Machine)";"1";"54.431039999999996";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Leg Extension (Machine)";"2";"61.23492";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Leg Extension (Machine)";"3";"61.23492";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lat Pulldown - Wide Grip (Cable)";"1";"47.627159999999996";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lat Pulldown - Wide Grip (Cable)";"2";"47.627159999999996";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lat Pulldown - Wide Grip (Cable)";"3";"47.627159999999996";"8";"";"";"";"";""
"16";"2026-03-01 15:08:32";"Legs 1";"2762";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"1";"61.23492";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"2";"74.84268";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"3";"77.11064";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"4";"81.64656";"6";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"5";"68.0388";"10";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"1";"47.627159999999996";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"2";"61.23492";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"3";"68.0388";"6";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"4";"68.0388";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"5";"47.627159999999996";"10";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"1";"47.627159999999996";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"2";"61.23492";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"3";"68.0388";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"4";"68.0388";"9";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"5";"47.627159999999996";"12";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"1";"13.607759999999999";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"2";"27.215519999999998";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"3";"34.0194";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"4";"34.0194";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"5";"20.41164";"10";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Shoulder Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"1";"26.08154";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"2";"26.08154";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"3";"28.3495";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"4";"28.3495";"8";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Pullover (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Bicep Curl (Dumbbell)";"1";"15.87572";"9";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Bicep Curl (Dumbbell)";"2";"15.87572";"7";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.3495";"12";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.3495";"9";"";"";"";"";""
"17";"2026-03-08 12:25:51";"Midday Workout";"4152";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"1";"61.23492";"8";"";"";"";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"2";"74.84268";"8";"";"";"";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"3";"81.64656";"8";"";"";"";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"4";"81.64656";"6";"";"";"";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"5";"68.0388";"10";"";"";"";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Lat Pulldown (Cable)";"1";"47.627159999999996";"8";"";"";"";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Lat Pulldown (Cable)";"2";"61.23492";"8";"";"";"";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-13 17:47:29";"Midday Workout";"3344";"Lat Pulldown (Cable)";"3";"68.0388";"8";"";"";"";"";""
